EFFECTIVE_DATE,TYPE,SUBTYPE,EMP_ID,FULL_NAME,FIRST_NAME,LAST_NAME,MIDDLE_NAME_INITIAL,EMAIL,FTE_TYPE,WORK_LOC_STATUS,FULL_TIME_PART_TIME,EXEMPT_BONUS_FLAG,STATUS_ACTIVE_TERMED,ACQUIRED_COMPANY_NAME,COMPENSATION_GRADE,HIRE_DATE,COMPENSATION_GRADE_GROUPING,HIRE_APPROVAL_DATE,CONTINUOUS_SERVICE_DATE,TERMINATION_DATE,TERMINATION_APPROVAL_DATE,TERMINATION_REGRET_NONREGRET,TERMINATION_VOL_INVOL,LAST_WORK_DATE,LENGTH_OF_SERVICE,TENURE_GROUPING,ECOMM_ROLLUP,MANAGER_ID,MANAGER_NAME,MGT_CHAIN_LVL_01_NM,MGT_CHAIN_LVL_02_NM,MGT_CHAIN_LVL_03_NM,MGT_CHAIN_LVL_04_NM,MGT_CHAIN_LVL_05_NM,MGT_CHAIN_LVL_06_NM,MGT_CHAIN_LVL_07_NM,MGT_CHAIN_LVL_08_NM,MGT_CHAIN_LVL_09_NM,MGT_CHAIN_LVL_10_NM,MGT_CHAIN_LVL_11_NM,MGT_CHAIN_LVL_12_NM,MGT_CHAIN_LVL_13_NM,MGT_CHAIN_LVL_14_NM,IS_MANAGER_FLAG,EMP_BUSINESS_TITLE,AE_VS_NONAE_TOTAL_COMPANY,EMP_LOCATION_STATE_COUNTRY_CITY,EMP_MARKET_SEGMENT_SALES_CSG_ONLY,EMP_COMPANY_ENTITY_ID,EMP_COMPANY_ENTITY_NAME,EMP_GEOGRAPHIC_REGION_DIVISION,EMP_CONSOLIDATED_GEO,EMP_PCC_ID,EMP_PCC_NAME,EMP_FTE_TIME_PERCENTAGE,EMP_PRIMARY_JOB_WORKSPACE,EMP_RECORD_DELETE_FLAG,JOB_CODE_ID,JOB_NAME,JOB_FAMILY,JOB_FAMILY_GROUP,ABV_HIERARCHY_LEVEL_0,ABV_HIERARCHY_LEVEL_1,ABV_HIERARCHY_LEVEL_2,ABV_HIERARCHY_LEVEL_3,COST_CENTER_ID,COST_CENTER_NAME,BUSINESS_UNIT_ID,BUSINESS_UNIT_NAME,PRODUCT_ID,PRODUCT_NAME,INDUSTRY_ID,INDUSTRY_NAME,MARKET_SEGMENT_ID,MARKET_SEGMENT_NAME,REGION_HIERARCHY,AE_FLAG,CURRENT_POSITION_EFCTV_DT,LAST_POSITION_CHNG_EFCTV_DT,POSITION_ID,POSITION_NAME,STAFFING_STATUS,PRIMARY_POSITION,POSITION_VACATED_DATE,CURRENT_POSITION_FILLED,PLANNING_ORG_ID,PLANNING_ORG_NAME,FISCAL_QUARTER_NAME,FISCAL_QUARTER_WITH_YEAR,FISCAL_YEAR,FISCAL_YEAR_NAME,FISCAL_YEAR_MONTH,FISCAL_MONTH_NAME,FISCAL_QUARTER_YEAR,FY_MONTH_YEAR,EOW_FLAG,EOM_FLAG,FISCAL_EOQ_FLAG,FISCAL_EOY_FLAG,RECORD_COUNT,CREATED_BY,CREATION_DATE,LAST_UPDATED_BY,LAST_UPDATE_DATE,SOURCE_CREATED_BY,SOURCE_CREATION_DATE,SOURCE_LAST_UPDATED_BY,SOURCE_LAST_UPDATE_DATE
2025-01-10,EMP,HEADCOUNT,E00090,Employee 90,First90,Last90,A,emp90@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-10,Mid,2025-01-10,2025-01-10,,,,,,90.0,0-5 Years,Ecomm,M1,Manager1,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC90,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-10,2025-01-10,POS90,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600146,SYSTEM,2026-07-01 09:13:04.600146,SYSTEM,2026-07-01 09:13:04.600146,SYSTEM,2026-07-01 09:13:04.600146
2025-01-01,EMP,HEADCOUNT,E00091,Employee 91,First91,Last91,A,emp91@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-01,Mid,2025-01-01,2025-01-01,,,,,,91.0,0-5 Years,Ecomm,M2,Manager2,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC91,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-01,2025-01-01,POS91,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600150,SYSTEM,2026-07-01 09:13:04.600150,SYSTEM,2026-07-01 09:13:04.600151,SYSTEM,2026-07-01 09:13:04.600151
2025-01-02,EMP,HEADCOUNT,E00092,Employee 92,First92,Last92,A,emp92@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-02,Mid,2025-01-02,2025-01-02,,,,,,92.0,0-5 Years,Ecomm,M3,Manager3,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC92,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-02,2025-01-02,POS92,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600155,SYSTEM,2026-07-01 09:13:04.600155,SYSTEM,2026-07-01 09:13:04.600155,SYSTEM,2026-07-01 09:13:04.600156
2025-01-03,EMP,HEADCOUNT,E00093,Employee 93,First93,Last93,A,emp93@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-03,Mid,2025-01-03,2025-01-03,,,,,,93.0,0-5 Years,Ecomm,M4,Manager4,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC93,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-03,2025-01-03,POS93,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600160,SYSTEM,2026-07-01 09:13:04.600160,SYSTEM,2026-07-01 09:13:04.600160,SYSTEM,2026-07-01 09:13:04.600161
2025-01-04,EMP,HEADCOUNT,E00094,Employee 94,First94,Last94,A,emp94@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-04,Mid,2025-01-04,2025-01-04,,,,,,94.0,0-5 Years,Ecomm,M5,Manager5,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC94,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-04,2025-01-04,POS94,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600165,SYSTEM,2026-07-01 09:13:04.600165,SYSTEM,2026-07-01 09:13:04.600165,SYSTEM,2026-07-01 09:13:04.600165
2025-01-05,EMP,HEADCOUNT,E00095,Employee 95,First95,Last95,A,emp95@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-05,Mid,2025-01-05,2025-01-05,,,,,,95.0,0-5 Years,Ecomm,M6,Manager6,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC95,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-05,2025-01-05,POS95,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600170,SYSTEM,2026-07-01 09:13:04.600170,SYSTEM,2026-07-01 09:13:04.600170,SYSTEM,2026-07-01 09:13:04.600171
2025-01-06,EMP,HEADCOUNT,E00096,Employee 96,First96,Last96,A,emp96@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-06,Mid,2025-01-06,2025-01-06,,,,,,96.0,0-5 Years,Ecomm,M7,Manager7,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC96,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-06,2025-01-06,POS96,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600175,SYSTEM,2026-07-01 09:13:04.600175,SYSTEM,2026-07-01 09:13:04.600175,SYSTEM,2026-07-01 09:13:04.600175
2025-01-07,EMP,HEADCOUNT,E00097,Employee 97,First97,Last97,A,emp97@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-07,Mid,2025-01-07,2025-01-07,,,,,,97.0,0-5 Years,Ecomm,M8,Manager8,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC97,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-07,2025-01-07,POS97,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600179,SYSTEM,2026-07-01 09:13:04.600180,SYSTEM,2026-07-01 09:13:04.600180,SYSTEM,2026-07-01 09:13:04.600180
2025-01-08,EMP,HEADCOUNT,E00098,Employee 98,First98,Last98,A,emp98@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-08,Mid,2025-01-08,2025-01-08,,,,,,98.0,0-5 Years,Ecomm,M9,Manager9,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC98,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-08,2025-01-08,POS98,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600184,SYSTEM,2026-07-01 09:13:04.600184,SYSTEM,2026-07-01 09:13:04.600185,SYSTEM,2026-07-01 09:13:04.600185
2025-01-09,EMP,HEADCOUNT,E00099,Employee 99,First99,Last99,A,emp99@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-09,Mid,2025-01-09,2025-01-09,,,,,,99.0,0-5 Years,Ecomm,M10,Manager10,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC99,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-09,2025-01-09,POS99,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600189,SYSTEM,2026-07-01 09:13:04.600189,SYSTEM,2026-07-01 09:13:04.600190,SYSTEM,2026-07-01 09:13:04.600190
2025-01-10,EMP,HEADCOUNT,E00100,Employee 100,First100,Last100,A,emp100@test.com,Regular,Hybrid,FULL_TIME,Y,ACTIVE,CompanyX,G5,2025-01-10,Mid,2025-01-10,2025-01-10,,,,,,100.0,0-5 Years,Ecomm,M1,Manager1,Leader1,Leader2,Leader3,Leader4,Leader5,Leader6,Leader7,Leader8,Leader9,Leader10,Leader11,Leader12,Leader13,Leader14,N,Software Engineer,NONAE,"Bangalore,India",Enterprise,CE1,Entity1,APAC,India,PCC1,Engineering,100,Office,N,JC100,Engineer,Technology,Engineering,L0,L1,L2,L3,CC1,IT,BU1,Tech,PR1,ProductA,IN1,Software,MS1,Enterprise,India>South,N,2025-01-10,2025-01-10,POS100,SE,Filled,Y,,Y,ORG1,Planning Org,Q1,Q1 FY25,2025,FY25,2025-01,January,Q1-2025,Jan-2025,N,N,N,N,1,SYSTEM,2026-07-01 09:13:04.600194,SYSTEM,2026-07-01 09:13:04.600194,SYSTEM,2026-07-01 09:13:04.600195,SYSTEM,2026-07-01 09:13:04.600195
